type,stem,options,answer,knowledge,analysis
,,"A. a zero elasticity.
B. an infinite elasticity.
C. unit elasticity.
D. a negative elasticity.",B,,
,,"a) the total satisfaction derived from all the units of the product consumed.
b) the satisfaction that an individual receives on average from consuming a product.
c) the change in satisfaction resulting from consuming one more unit or one less unit of the product.
d) the dissatisfaction that is derived from not using an additional unit of the product.",C,,
,,"a) the sixth ice cream consumed will provide greater utility than the fifth ice cream consumed.
b) the marginal utility of the third egg is less than the marginal utility of the second egg consumed.
c) the marginal utility of the second egg consumed is less than the marginal utility of the third egg consumed.
d) none of the above is true.",B,,
,,"a) both total and marginal utility rise.
b) both marginal and total utility decline.
c) total utility rises, but marginal utility declines.
d) marginal utility rises, but total utility declines.",C,,
,,"a) maximizing their marginal utility.
b) maximizing their average utility.
c) maximizing their total utility.
d) All of the above are true.",C,,
,,"a) is less than the amount that she must pay for that unit.
b) exceeds the amount that she must pay for that unit.
c) is equal to the amount that she must pay for the unit.
d) All of the above are true.",B,,
,,"a) marginal utility is greater than one.
b) equal utility is derived from all the money spent on each.
c) equal utility is derived from some of the money spent on each.
d) equal utility is derived from the last unit of money spent on each.",D,,
,,"a) 2.
b) 10.
c) 5.
d) 7.",C,,
,,"a) the marginal utility of coffee is greater than the marginal utility of tea.
b) the marginal utility of tea is greater than the marginal utility of coffee.
c) the marginal utility of coffee is equal to the marginal utility of tea.
d) coffee is preferable to tea.",B,,
,,"a) a significant decrease in the quantity of the good demanded by each consumer.
b) an increase in the quantity of the good demanded by each consumer.
c) no change in the quantity of the good demanded by each consumer.
d) a small decrease in the quantity of the good demanded by each consumer.",B,,
,,"a) social surplus.
b) producers' surplus.
c) consumers' surplus.
d) total surplus.",C,,
,,"a) her producer's surplus is £3.50.
b) her consumer's surplus is £6.
c) her social surplus is £6.50.
d) None of the above is true.",B,,
,,"a) the same number of ice creams and soft drinks.
b) only a soft drink.
c) more soft drinks than ice creams.
d) more ice creams than soft drinks.",D,,
,,"a) the additional satisfaction he receives from having no more.
b) the additional satisfaction he receives from one less unit of the product.
c) the total satisfaction he receives from the product.
d) the additional satisfaction he receives from each additional unit of the product.",D,,
,,"a) total utility.
b) expected utility.
c) average utility.
d) marginal utility.",D,,
,,"a) the relative price of ice cream and soft drinks is equal to the ratio of the marginal utility of soft drinks to the marginal utility of ice cream.
b) the relative price of ice cream and soft drinks is equal to the ratio of the marginal utility of ice cream to the marginal utility of soft drinks.
c) the relative price of ice cream and soft drinks is less than the ratio of the marginal utility of ice cream to the marginal utility of soft drinks.
d) the relative price of ice cream and soft drinks is greater than the ratio of the marginal utility of ice cream to the marginal utility of soft drinks.",B,,
,,"a) the relative ability of an ice cream and a soft drink to add to Carol's satisfaction, if there is a change in the consumption of either of them but not in the relative price.
b) the relative price but not relative ability of an ice cream and a soft drink to add to Carol's satisfaction, if there is a change in her consumption of either.
c) the relative price and the relative ability of an ice cream and a soft drink to add to Carol's satisfaction, if there is a change in her consumption of either.
d) neither the relative price nor the relative ability of an ice cream and a soft drink to add to Carol's satisfaction, if there is a change in her consumption of either.",B,,
,,"a) total utility is low but his marginal utility is high.
b) total utility is high and his marginal utility is high.
c) total utility is low and his marginal utility is low.
d) utility derived from watching television is high but his marginal utility is low.",D,,
,,"a) are concerned with total utility.
b) are concerned with marginal utility.
c) are concerned with average utility.
d) have nothing to do with utility measures.",A,,
,,"a) the reduction in output caused by a worker leaving Team A is less than the increase in output caused by his entry to Team B.
b) the reduction in output caused by a worker leaving Team A is greater than the increase in output caused by his entry to Team B.
c) the reduction in output caused by a worker leaving Team A is the same as the increase in output caused by his entry to Team B.
d) None of the above is true.",A,,
,,"a) when the last worker causes the output of Team A to decrease by as much as he causes the production of Team B to decrease.
b) when the last worker causes the output of Team A to decrease by as much as he causes the production of Team B to increase.
c) when there is the same number of workers in each team.
d) when both Team A and Team B have the same average output.",B,,
,,"A. non-essential products have relatively low prices, while luxury goods have relatively high prices.
B. non-essential products have relatively low prices, while luxury goods have relatively low prices.
C. essential products have relatively low prices, while luxury goods have relatively high prices.
D. essential products have relatively high prices, while luxury goods have relatively low prices.",C,,
,,"A. by rich consumers only.
B. by poor consumers rarely.
C. only by middle-class consumers who read Which? magazine.
D. by all consumers.",D,,
,,"A. the market price of a product depends on demand and supply.
B. the market price of a product depends only on the supply.
C. the market price of a product depends only on the demand.
D. None of the above is true.",A,,
,,"A. average utility.
B. disutility.
C. total utility.
D. marginal utility.",C,,
,,"A. combinations of products that yield the same satisfaction to the consumer.
B. combinations of goods or service that a consumer can purchase.
C. a consumer's income.
D. none of the above.",A,,
,,"A. South East.
B. North West.
C. South West.
D. North East.",D,,
,,"A. South East
B. South West
C. North East
D. North West",B,,
,,"A. 7.
B. -12.
C. 2.4.
D. 5.",C,,
,,"A. prefer A to B.
B. prefer B to A.
C. be indifferent between A and B.
D. alter her consumption in response to B but not to A.",C,,
,,"A. an indifference set.
B. an indifference map.
C. an indifference collection.
D. an indifference album.",B,,
,,"A. 120 units of food and zero units of clothes
B. 2 units of food and 10 units of clothes
C. 60 units of food and 6 units of clothes
D. zero units of food and 12 units of clothes",B,,
,,"A. goods that are perfect substitutes.
B. goods that are perfect complements.
C. goods that give zero utility.
D. goods that are necessities.",A,,
,,"A. the goods are perfect substitutes.
B. the goods are perfect complements.
C. the good on the vertical axis gives zero utility.
D. the good on the horizontal axis gives zero utility.",C,,
,,"A. Other things being equal, the consumer always prefers more of any one product to less of that same product.
B. The less of one product that is being consumed, the smaller the amount of it that the consumer will be willing to forgo in order to increase consumption of a second product by a given amount.
C. Consumers seek to maximise total satisfaction, which means reaching the highest possible indifference curve.
D. None of the above.",D,,
,,"A. shift outwards in a parallel movement.
B. shift inwards in a parallel movement.
C. remain constant.
D. do none of the above.",B,,
,,"A. the response of quantity demanded to a change in relative price, with real income being held constant.
B. the response of quantity demanded to a change in real income, with relative prices held constant.
C. the responsive of price to a change in demand.",A,,
,,"A. goods that are perfect substitutes.
B. goods that are perfect complements.
C. goods that give zero utility.
D. goods that are necessities.",B,,
,,"A. Demand curves for normal goods have a positive slope because both income and substitution effects work in opposite directions.
B. Demand curves for normal goods have a positive slope because both income and substitution effects work in the same direction.
C. Demand curves for normal goods have a negative slope because both income and substitution effects work in opposite directions.
D. Demand curves for normal goods have a negative slope because both income and substitution effects work in the same direction.",D,,
,,"A. how a consumer's purchases react to a change in the price of one good, with income and other prices held constant.
B. how a consumer's purchases react to a change in income, with all prices held constant.
C. how a consumer's purchases react to a change in the price of both goods, with income held constant.
D. price as a function of quantity.",A,,
,,"A. 10 concerts and 10 meals
B. 10 concerts and 15 meals
C. 10 concerts and 20 meals
D. 12 concerts and 5 meals",C,,
,,"A. an average cost function.
B. a production function.
C. a marginal cost function.
D. a consumption function.",B,,
,,"A. variable cost.
B. marginal cost.
C. average cost.
D. opportunity cost.",D,,
,,"A. accounting profit accounts for opportunity cost.
B. economic profit accounts for opportunity cost.
C. accounting profit is always smaller than economic profit.
D. There is no difference between accounting and economic profit, they are always identical.",B,,
,,"A. all firms want to maximize the amount of output they sell.
B. all firms desire to maximize profits.
C. firms' prime goal of sales maximization is affected by the organizational structure in which they work.
D. firms' prime goal of profit maximization is affected by the organizational structure in which they work.",B,,
,,"A. attract resources into an industry.
B. attract resources into other more profitable ventures.
C. encourage firms to expand.
D. encourage firms to increase the level of output.",B,,
